${0},
${0} ${1} already exists.,${0} ${1} از قبل وجود دارد.
${0} ${1} does not exist,${0} ${1} وجود ندارد
${0} ${1} has been modified after loading please reload entry.,"${0} ${1} پس از بارگیری اصلاح شد، لطفاً ورودی را دوباره بارگیری کنید."
${0} ${1} is linked with existing records.,${0} ${1} با رکوردهای موجود پیوند داده شده است.
${0} account not set in Inventory Settings.,حساب ${0} در تنظیمات موجودی تنظیم نشده است.
${0} already saved,${0} قبلاً ذخیره شده است
${0} already submitted,${0} قبلا ثبت شده است
${0} cancelled,${0} لغو شد
${0} cannot be cancelled,${0} قابل لغو نیست
${0} cannot be deleted,${0} قابل حذف نیست
${0} deleted,${0} حذف شد
${0} entries failed,${0} ورودی ناموفق بود
${0} entries imported,${0} ورودی وارد شد
${0} entry failed,ورودی ${0} ناموفق بود
${0} entry imported,ورودی ${0} وارد شد
${0} fields selected,${0} فیلد انتخاب شد
${0} filters applied,فیلترهای ${0} اعمال شد
${0} has linked child accounts.,${0} حساب‌های فرزند را مرتبط کرده است.
${0} of type ${1} does not exist,${0} از نوع ${1} وجود ندارد
${0} out of ${1},${0} از ${1}
${0} party ${1} is different from ${2},${0} party ${1} با ${2} متفاوت است
${0} quantity 1 added.,${0} مقدار 1 اضافه شد.
${0} row added.,ردیف ${0} اضافه شد.
${0} rows,${0} ردیف
${0} rows added.,${0} ردیف اضافه شد.
${0} saved,${0} ذخیره شد
${0} shortcuts,میانبرهای ${0}
${0} stored at ${1},${0} ذخیره شده در ${1}
${0} submitted,${0} ثبت شد
${0} value ${1} does not exist.,${0} مقدار ${1} وجود ندارد.
0%,
3/23/2022,
3/23/2022,
1 filter applied,
3/23/2022,
"23 Mar, 2022",
23-03-2022,
23.03.2022,
23/03/2022,
9888900000,
A submittable entry is deleted only if it is in the cancelled state.,ورودی قابل ثبت فقط در صورتی حذف می شود که در حالت لغو شده باشد.
Account,حساب
Account ${0} does not exist.,حساب ${0} وجود ندارد.
Account Entries,ورودی های حساب
Account Name,نام حساب
Account Type,نوع حساب
Accounting,حسابداری
Accounting Entries,ورودی های حسابداری
Accounting Ledger Entry,ورود به دفتر حسابداری
Accounting Settings,تنظیمات حسابداری
Accounts,حساب ها
Accounts Payable,حساب های قابل پرداخت
Accounts Receivable,حساب های دریافت
Accumulated Depreciation,استهلاک انباشته
Action,عمل
Active,فعال
Add Account,اضافه کردن حساب
Add Customers,اضافه کردن مشتریان
Add Group,اضافه کردن گروه
Add Items,اضافه کردن موارد
Add Row,اضافه کردن ردیف
Add Suppliers,اضافه کردن تامین کنندگان
Add Taxes,اضافه کردن مالیات
Add a few customers to create your first sales invoice,"برای ایجاد اولین فاکتور فروش، چند مشتری اضافه کنید"
Add a few suppliers to create your first purchase invoice,"برای ایجاد اولین فاکتور خرید، چند تامین کننده اضافه کنید"
Add a filter,یک فیلتر اضافه کنید
Add a remark,یک نکته اضافه کنید
Add attachment,پیوست را اضافه کنید
Add invoice terms,اضافه کردن شرایط فاکتور
Add products or services that you buy from your suppliers,محصولات یا خدماتی را که از تامین کنندگان خود خریداری می کنید اضافه کنید
Add products or services that you sell to your customers,محصولات یا خدماتی را که به مشتریان خود می فروشید اضافه کنید
Add transfer terms,اضافه کردن شرایط انتقال
Add'l Discounts,اضافه کردن تخفیف
Additional ${0} Serial Numbers required for ${1} quantity of ${2}.,شماره‌های سریال ${0} اضافی برای مقدار{1} از ${2} مورد نیاز است.
Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4},مقدار اضافی (${0}) مورد نیاز ${1} برای انتقال خارجی مورد ${2} از ${3} در ${4}
Address,نشانی
Address Display,نمایش نشانی
Address Line 1,آدرس خط 1
Address Line 2,آدرس خط 2
Address Name,نام آدرس
Administrative Expenses,هزینه های اداری
All,همه
Amount,میزان
Amount Paid,مبلغ پرداخت شده
Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.,مبلغ: ${0} و حذف: ${1} کمتر از کل مبلغ تخصیص داده شده به منابع است: ${2}.
