"${0}", "${0}",
"${0} ${1} already exists.","${0} ${1} ପୂର୍ବରୁ ଅଛି।",
"${0} ${1} does not exist","${0} ${1} ଅସ୍ତିତ୍ୱରେ ନାହିଁ",
"${0} ${1} has been modified after loading please reload entry.","${0} ${1} କୁ ଲୋଡ୍ କରିବା ପରେ ପରିବର୍ତ୍ତନ କରାଯାଇଛି, ଦୟାକରି ଏଣ୍ଟ୍ରିକୁ ପୁନର୍ବାର ଲୋଡ୍ କରନ୍ତୁ।",
"${0} ${1} is linked with existing records.","${0} ${1} ବିଦ୍ୟମାନ ରେକର୍ଡଗୁଡିକ ସହିତ ଜଡିତ ଅଛି।",
"${0} account not set in Inventory Settings.","${0} ଆକାଉଣ୍ଟ ଇନଭେଣ୍ଟ୍ରି ସେଟିଂସମୂହରେ ସେଟ୍ ହୋଇନାହିଁ।",
"${0} already applied.","${0} ପୂର୍ବରୁ ପ୍ରୟୋଗ କରାଯାଇଛି।",
"${0} already saved","${0} ପୂର୍ବରୁ ସେଭ୍ କରାଯାଇଛି",
"${0} already submitted","${0} ପୂର୍ବରୁ ଦାଖଲ କରାଯାଇଛି",
"${0} cancelled","${0} ବାତିଲ କରାଯାଇଛି",
"${0} cannot be cancelled","${0} ବାତିଲ କରାଯାଇପାରିବ ନାହିଁ",
"${0} cannot be deleted","${0} ଡିଲିଟ୍ କରାଯାଇପାରିବ ନାହିଁ",
"${0} deleted","${0} ଡିଲିଟ୍ ହୋଇଛି",
"${0} entries failed","${0} ଏଣ୍ଟ୍ରି ବିଫଳ ହୋଇଛି",
"${0} entries imported","${0} ଏଣ୍ଟ୍ରି ଆମଦାନୀ ହୋଇଛି",
"${0} entry failed","${0} ଏଣ୍ଟ୍ରି ବିଫଳ ହୋଇଛି",
"${0} entry imported","${0} ଏଣ୍ଟ୍ରି ଆମଦାନୀ ହୋଇଛି",
"${0} fields selected","${0} ଫିଲ୍ଡ ଚୟନ କରାଯାଇଛି",
"${0} filters applied","${0} ଫିଲ୍ଟର୍ ପ୍ରୟୋଗ କରାଯାଇଛି",
"${0} has linked child accounts.","${0} ର ଲିଙ୍କ୍ ହୋଇଥିବା ଚାଇଲ୍ଡ ଆକାଉଣ୍ଟଗୁଡିକ ଅଛି।",
"${0} of type ${1} does not exist","${1} ପ୍ରକାରର ${0} ଅସ୍ତିତ୍ୱରେ ନାହିଁ",
"${0} only has ${1} points","${0} ରେ କେବଳ ${1} ପଏଣ୍ଟ ଅଛି",
"${0} out of ${1}","${1} ମଧ୍ୟରୁ ${0}",
"${0} party ${1} is different from ${2}","${0} ପାର୍ଟି ${1}, ${2} ଠାରୁ ଭିନ୍ନ ଅଟେ",
"${0} quantity 1 added.","${0} ପରିମାଣ 1 ଯୋଡାଗଲା।",
"${0} row added.","${0} ଧାଡି ଯୋଡାଗଲା।",
"${0} rows","${0} ଧାଡିଗୁଡିକ",
"${0} rows added.","${0} ଧାଡିଗୁଡିକ ଯୋଡାଗଲା।",
"${0} saved","${0} ସେଭ୍ ହୋଇଛି",
"${0} shortcuts","${0} ସର୍ଟକଟ୍",
"${0} stored at ${1}","${0}, ${1} ଠାରେ ଗଚ୍ଛିତ ଅଛି",
"${0} submitted","${0} ଦାଖଲ ହୋଇଛି",
"${0} value ${1} does not exist.","${0} ମୂଲ୍ୟ ${1} ଅସ୍ତିତ୍ୱରେ ନାହିଁ।",
0%,0%,
03-23-2022,03-23-2022,
03/23/2022,03/23/2022,
"1 filter applied","1 ଫିଲ୍ଟର୍ ପ୍ରୟୋଗ କରାଯାଇଛି",
2022-03-23,2022-03-23,
"23 Mar, 2022","23 ମାର୍ଚ୍ଚ, 2022",
23-03-2022,23-03-2022,
23.03.2022,23.03.2022,
23/03/2022,23/03/2022,
9888900000,9888900000,
"A submittable entry is deleted only if it is in the cancelled state.","ଏକ ଦାଖଲ ଯୋଗ୍ୟ ଏଣ୍ଟ୍ରି କେବଳ ସେତିକିବେଳେ ଡିଲିଟ୍ କରାଯାଇପାରିବ ଯଦି ଏହା ବାତିଲ୍ ସ୍ଥିତିରେ ଥାଏ।",
Account,ଖାତା,
"Account ${0} does not exist.","ଖାତା ${0} ଅସ୍ତିତ୍ୱରେ ନାହିଁ।",
"Account Entries","ଖାତା ଏଣ୍ଟ୍ରିଗୁଡିକ",
"Account Name","ଖାତାର ନାମ",
"Account Type","ଖାତାର ପ୍ରକାର",
Accounting,ଆକାଉଣ୍ଟିଂ (Accounting),
"Accounting Entries","ଆକାଉଣ୍ଟିଂ ଏଣ୍ଟ୍ରିଗୁଡିକ",
"Accounting Ledger Entry","ଆକାଉଣ୍ଟିଂ ଲେଜର ଏଣ୍ଟ୍ରି",
